0.000000;0.000000
0.150000;0.087087
0.300000;0.117625
0.450000;0.718831
0.600000;1.675858
0.750000;1.221514
0.900000;-1.028613
1.050000;-1.776586
1.200000;1.953092
1.350000;6.713269
1.500000;5.121867
1.650000;-3.185760
1.800000;-7.586194
1.950000;0.720800
2.100000;13.842512
2.250000;13.655619
2.400000;-3.532482
2.550000;-16.953460
2.700000;-5.637948
2.850000;20.479758
3.000000;27.450616
3.150000;1.149384
3.300000;-27.876494
3.450000;-18.844947
3.600000;23.109568
3.750000;45.432584
3.900000;13.676343
4.050000;-36.928012
4.200000;-39.076190
4.350000;17.980535
4.500000;64.750565
4.650000;35.698564
4.800000;-39.775262
4.950000;-64.589020
5.100000;1.924705
5.250000;81.034875
5.400000;67.065583
5.550000;-31.936200
5.700000;-91.662792
5.850000;-26.824600
6.000000;88.971503
6.150000;105.436624
6.300000;-9.668743
6.450000;-114.889822
6.600000;-67.948710
6.750000;83.129478
6.900000;146.220770
7.050000;29.135911
7.200000;-127.804632
7.350000;-118.614636
7.500000;58.936792
7.650000;182.890350
7.800000;84.194561
7.950000;-123.789993
8.100000;-173.394873
8.250000;13.671414
8.400000;207.661056
8.550000;152.338172
8.700000;-97.154222
8.850000;-224.587913
9.000000;-52.679077
9.150000;212.480261
9.300000;227.387107
9.450000;-44.241321
9.600000;-262.940185
9.750000;-136.830231
9.900000;190.217406
10.050000;300.458112
10.200000;35.581318
10.350000;-278.715463
10.500000;-232.002698
10.650000;135.913110
10.800000;360.713270
10.950000;139.211008
11.100000;-263.006056
11.250000;-328.189358
11.400000;47.922204
11.550000;396.503492
11.700000;259.505381
11.850000;-209.138032
12.000000;-412.909906
12.150000;-71.216448
12.300000;396.803027
12.450000;385.477355
12.600000;-113.995870
12.750000;-472.414591
12.900000;-214.332047
13.050000;352.783880
13.200000;503.026824
13.350000;20.915411
13.500000;-493.238018
13.650000;-369.706398
13.800000;259.346043
13.950000;596.182953
14.100000;188.838301
14.250000;-463.950241
14.400000;-521.746588
14.550000;116.406154
14.700000;648.765306
14.850000;377.692995
15.000000;-376.912549
